statements,status
He is in line at my store.,Positive
I'm still not feeling right.,Negative
He said he would call me on Friday.,Negative
I'm so glad I wasn't born into a religious family.,Negative
"I am so excited to start college! It's been my dream for so long, and I can't believe it's finally happening. I'm a little nervous, but I know it's going to be an amazing experience. I can't wait to meet new people and make new friends.",Positive
I'm scared of how angry I am.,Negative
"""I'm not sure if I want to go out tonight.""",Negative
I just don't know what to do with myself. I need help.,Negative
I am feeling very stressed and overwhelmed right now. I have so much going on in my life and I don't know how to handle it all. I feel like I am just drowning in my responsibilities and I can't seem to catch up.,Negative
I am grateful that I am surrounded by such wonderful people.,Positive
I wish I could find a better job.,Negative
I can't wait to get home and see my little ones.,Positive
I think I'm having a heart attack.,Negative
I'm so excited to spend the weekend with my best friend! We haven't seen each other in ages and I can't wait to catch up.,Positive
I'm not sure why I'm so angry today.,Negative
It's great to be alive!,Positive
I have to study a lot for the exam in the morning. I hope I can pass.,Negative
I'm so scared.,Negative
"I've been thinking a lot about what I want out of life, and I think I've finally figured it out. I want to be Positive, and I want to be loved. It's not about the money or the things, it's about the people and the experiences.",Positive
I'm not sure if I should tell him or not.,Negative
I can't believe I'm in love with him.,Negative
"I'm so glad I went to the big party. I was a little nervous about going, but I'm so glad I did. The party was so much fun, and I met so many new people. I even talked to a few guys. I'm so excited to see what else this year has",Positive
"I am so tired. I have been working long hours at the office, and it is starting to take a toll on me. I feel like I am always tired and have no energy. I am worried about how this is going to affect my performance at work.",Negative
I felt so Positive today. My boyfriend and I enjoyed a romantic evening together.,Positive
I'm so tired.,Negative
I'm so tired of being a single mom.,Negative
I am so tired of this life.,Negative
"I have to admit that I am starting to get a bit nervous about my relationship right now. It's not that I don't think he is a good guy, I'm just not sure our relationship is going anywhere. I'm not sure if I should be worried or not, but I guess only",Negative
I'm so Positive that my mom is visiting this week. I'm excited to show her around the city and spend some quality time together.,Positive
"I had to go to the bathroom twice last night, I am so tired and exhausted.",Negative
I'm so Positive to be a new mom!,Positive
I'm so glad I went for a walk yesterday. It was so beautiful outside with the sun shining and the birds singing. It made me feel so Positive and relaxed.,Positive
I am so grateful for everything that has happened to me so far. I have learned so much and have grown so much as a person. I am so excited for what the future holds and I am so grateful for the people in my life who have helped me get here.,Positive
I am so tired. I need to get more sleep.,Negative
"I love to be in the mountains, in the wild, and to hear the wind howl.",Positive
"I love being a mom, but I miss my old life.",Positive
"I'm so sick of being alone, but I don't know how to make friends.",Negative
I had a dream that I was flying through the air.,Positive
"It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring",Negative
I'm really Positive that I could see my grandma before she died.,Positive
I'm not even sure what to say to you about this. I'm just not sure what to say.,Negative
I'm so tired of men and relationships. I'm going to focus on myself and my career.,Positive
I'm so tired of hearing that I'm not good enough.,Negative
I'm Positive that I got a good grade on my math test today!,Positive
I'm feeling down today.,Negative
I need to get out of here. I'm going home.,Negative
I am so Positive that I got to spend the day with you. It was such a wonderful time together and I will always remember it.,Positive
So many mixed up emotions lately. I feel like I could just cry at any moment.,Negative
I just wish I could be my own person.,Positive
